Cliente;Login;Endereco;Numero;Bairro;Cidade;Estado
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_BANDA_LARGA_PC_CAICO_SANTANA;AVENIDA DOUTOR RUI MARIZ;642; BOA PASSAGEM; CAICO; RN
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_BARRAS;AVENIDA DIRCEU ARCO VERDE;947; BOA VISTA; BARRAS; PI
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_BANDA_LARGA_PC_BARRAS;AVENIDA DIRCEU ARCO VERDE;947; BOA VISTA; BARRAS; PI
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_BANDA_LARGA_PC_AGRESTINA;AVENIDA SEVERINO PIMENTEL MAGALHAES; 54 A; CENTRO; AGRESTINA; PE
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_AGRESTINA;AVENIDA SEVERINO PIMENTEL MAGALHAES; 54 A; CENTRO; AGRESTINA; PE
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_XIQUE_XIQUE_AGROAMIGO;PRACA 06 DE JULHO;26; CENTRO; XIQUE XIQUE; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_VERA_CRUZ;RUA PROFESSOR HENRIQUE JOSE DE SOUZA;89; MAR GRANDE; VERA CRUZ; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_DEDICADO_LARGA_PC_SERRA_DOURADA;AVENIDA SAO GONCALO;74; CENTRO; SERRA DOURADA; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SERRA_DO_RAMALHO;RUA PERNAMBUCO;80; CENTRO; SERRA DO RAMALHO; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SAO_MIGUEL_DOS_CAMPOS;Rua Barão de Jequiá;86; Centro; Soa Miguel dos Campos; AL
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SEABRA_CREDIAMIGO;RUA PIO XII;168; CENTRO; SEABRA; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DE_PC_SAO_LUIS_SAO_CRISTOVAO_CIDADE_OPERA;RUA 3; 203-5; CIDADE OPERARIA; SAO LUIS; MA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SAO_LUIS_JOAO_PAULO;RUA 3; 203-5; CIDADE OPERARIA; SAO LUIS; MA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SAO_JOSE_DA_TAPERA;AVENIDA MANOEL MARCIANO;294; CENTRO; SAO JOSE DA TAPERA; AL
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SAO_GONCALO_DO_AMARANTE_CE;RUA ERETIDES MARTINS;52; CENTRO; SAO GONCALO DO AMARANTE; CE
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SAO_FRANCISCO_COMPARTILHADO;RUA ANTONIO LEITE GANGANA;701; CENTRO; SAO FRANCISCO; MG
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SAO_BENTO;RUA PEDRO EULAMPIO DA SILVA;1155; CICERO DIAS; SAO BENTO; PB
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SANTANA_DO_IPANEMA;AVENIDA DR. ARCENIO MOREIRA;480; MONUMENTO; SANTANA DO IPANEMA; AL
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SANTA_LUZIA_SABUGI;RUA VALDEMAR ROSENDO DE MEDEIROS;49; CENTRO; SANTA LUZIA; PB
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICAD_PC_SALVADOR_TANCREDO_NEVES_PITUBA;RUA ARMANDO SOUZA;2; TRANCREDO NEVES; SALVADOR; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SALVADOR_SAO_CRISTOVAO;AVENIDA SAO CRISTOVAO;18370; SAO CRISTOVAO; SALVADOR; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SALVADOR_PARIPE;RUA ALMIRANTE TAMANDARE;404; PARIPE; SALVADOR; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SALVADOR_LAPA;AVENIDA VALE DO TORORO; S/N; TORORO; SALVADOR; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SALVADOR_ITACARANHA;AVENIDA AFRANIO PEIXORO;1904; LOBATO; SALVADOR; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SALVADOR_CAJAZEIRAS;RUA ESTRADA DA PACIENCIA;2192; CAJAZEIRAS VIII; SALVADOR; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_REMANSO_COMPARTILHADO;AVENIDA PIAUI;156; QUADRA 2; REMANDO; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_PRINCESA_ISABEL_COMPARTILHADO;RUA CÔNEGO FLORO;206; CENTRO; PRINCESA ISABEL; PB
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_PRADO;RUA CLARÍCIO CARDOSO DOS SANTOS;26; CENTRO; PRADO; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_PORTO_SEGURO;RUA 13 DE MAIO;108; CENTRO; PORTO SEGURO; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_PORTO_CALVO;RUA CORONEL CLODOALDO DA FONSECA; S/N; CENTRO PORTO CALVO; AL;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_POCOES_COMPARTILHADO;RUA JOSE MARCELINO;17; SAO PAULO; POCOES; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_PAULO_AFONSO_SO_VICENTE;RUA DELMIRO GOUVEIA;976; TANCREDO NEVES 2; PAULO AFONSO; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_PALMEIRA_DOS_INDIOS_REDENTOR;RUA JOSE PINTO DE BARROS; 69A; CENTRO; PALMEIRA DOS INDIOS; AL
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DE_PC_PALMAS_DE_MONTE_ALTO__COMPARTILHADO;RUA DO ROSARIO;302; CENTRO; PALMAS DE MONTE ALTO; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_OLINDINA;PRACA PEDRO ; 64 B; CENTRO; OLINDINA; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_OLHO_DA_AGUA_DAS_FLORES;TRAVESSA INDUSTRIAL;25; CENTRO; OLHO DAGUA DAS FLORES; AL
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN__PC_MARACAS;AVENIDA DOUTOR ANTÔNIO MUNIZ;181; CENTRO; MARACAS; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_MACEIO_ANTARES;AVENIDA ANTÔNIO LISBOA DE AMORIM;2012; BENEDITO BENTES; MACEIO ANTARES; AL
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_MACAUBAS;RUA DOUTOR MANOEL VITORINO; S/N; CENTRO; MACAUBAS;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_LUIS_EDUARDO_MAGALHAES;RUA PARANÁ;379; MIMOSO DO OESTE; LUIS EDUARDO MAGALHAES; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_JUNQUEIRO;AVENIDA SANTOS PACHECO;206; CENTRO; JUNQUEIRO; AL
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_JOAO_PESSOA_CIDADE_UNIVERS;RUA WALFREDO MACEDO BRANDÃO;1071; JARDIM CIDADE UNIVERSITÁRIA; JOAO PESSOA; PB
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_JEQUIEZINHO;AVENIDA FRANZ GEDEON;824; JEQUIEZINHO; BA;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_JAGUAQUARA_COMPARTILHADO;PRACA JJ SEABRA;92; CENTRO; JAGUAQUARA; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_ITIUBA;RUA BELARMINO PINTO;366; CENTRRO; ITIUBA; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_IPIAU__COMPARTILHADO;PRACA RUI BARBOSA; 70 B; CENTRO; IPIAU; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_IGUAI;RUA RODOLFO NOVAES;1; CENTRO; IGUAI; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_GUANAMBI_EXPEDICIONARIOS;RUA CASSIMIRO DE ABREU;260; CENTRO; GUANAMBI; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_GANDU;RUA CELESTINO FRANCISCO DE SOUZA;127; CENTRO; GANDU; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_FORQUILHA;AVENIDA CRIANCA DANTE VALERIO;607; CENTRO; FORQUILHA;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_FILADELFIA;AVENIDA EUDALDO FERREIRA MOTA;1; CENTRO; FILADELFIA; BA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_CORURIPE_COMPARTILHADO;RUA LINDOLFO SIMOES;442; CENTRO; CORURIPE; AL
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_CAPELINHA;PRACA DO POVO;73; CENTRO; CAPELINHA; MG
BANCO DO NORDESTE DO BRASIL S.A.;REDE_DEDICADO_LARGA_PC_ROSARIO;AVENIDA TRAVESSA JOAQUIM SANTOS;133; CENTRO; ROSARIO; MA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_VILA_NOVA_DOS_MARTIRIOS;RUA RIO BRANCO;0; VILA MILITAR; VILA NOVA DOS MARTIRIOS; MA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_VIANA_COMPARTILHADO;AVENIDA LUIS DE ALMEIDA COUTO; S/N; CENTRO; VIANA; MA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_VALE_DO_PINDARE;RUA LARANJEIRAS;282; LARANJEIRAS; VALE DO PINDARE; MA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_TIMON;AVENIDA PRESIDENTE MEDICE;1186; CENTRO; TIMON; MA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SOLEDADE;RUA CLAUDINO NOBREGA;5; CENTRO; SOLEDADE; PB
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SAO_MATEUS_DO_MARANHAO;AVENIDA ANTONIO PEREIRA ARAGÃO;1101; CENTRO; SAO MATEUS DO MARANHAO; MA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SAO_LUIS_COHAB;AVENIDA SOTERO DOS REIS;6; COHAB ANIL III; SAO LUIS; MA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SAO_JOSE_DE_RIBAMAR;AVENIDA GONCALVES DIAS;507; CENTRO; SAO JOSE DE RIBAMAR; MA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SAO_JOSE_DE_PIRANHAS;RUA PREF JOAQUIM ASSIS;428; CENTRO; SAO JOSE DE PIRANHAS; PB
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SAO_JOAO_DOS_PATOS;RUA 7 DE SETEMBRO; S/N/ CENTRO; SAO JOAO DOS PATOS; MA;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SAO_BERNARDO;RUA BERNARDO LIMA;1684; CENTRO; SAO BERNARDO; MA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SALINAS;RUA JOSÉ RODRIGUES PRIMO;40; RAQUEL; SALINAS; MG
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_RECIFE_IBURA;AVENIDA DOIS RIOS;117; IBURA; RECIFE; PE
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_QUEIMADAS_COMPARTILHADO;RUA JOSE MAIA;123; CENTRO; QUEIMADAS; PB
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_PORTEIRINHA;RUA WHASHINGTON LUIZ;54; CENTRO; PORTEIRINHA; MG
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_POMBAL;RUA PADRE AMANCIO LEITE;39; CENTRO; POMBAL; PB
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_PICUI;RUA SAO SEBASTIAO;38; CENTRO; PICUI; PB
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_PIANCO;RUA ANTONIO BRASILINO;121; CENTRO; PIANCO; PB
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_PATOS_JATOBA;RUA MANOEL MOTA;425; JATOBA; PATOS; PB
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_PARNARAMA;RUA PROF. APRIGIO;163; CENTRO; PARELHAS; RN
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_PARAMBU;RUA DA MATRIZ;20; CENTRO; PARAMBU; CE
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_PACO_DO_LUMIAR;AVENIDA 13;1; MAIOBAO; PACO DO LUMIAR; MA
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_MONTES_CLAROS_MAJOR_PRATES;AVENIDA FRANCISCO GAETANI 393; MAJOR PRATES; MONTES CLAROS; MG;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_MONTES_CLAROS_JOAO_XXIII;AVENIDA JOÃO XIII 440; VILA JOAO GORDO; MONTES CLAROS; MG;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_MONTES_CLAROS_ESPLANADA;RUA AFRA SARMENTO 410; ESPLANADA; MONTES CLAROS; MG;
BANCO DO NORDESTE DO BRASIL S.A.;RD_WAN_DEDICADO_PC_MONTES_CLAROS_DELFINO_MAGALHAES;RUA ROQUE FERREIRA 342; NOVO DELFINO; MONTES CLAROS;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_MONTES_CLAROS;Praca Dr. Carlos Versiane 20; Centro; Montes Claros; MG;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_MONTEIRO_COMPARTILHADO;AVENIDA OLIMPIO GOMES 266; CENTRO; MOONTEIRO; PB;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_MASSAPE;AVENIDA PREFEITO BETO LIRA 230; CENTRO; MASSAPE; PE;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_MAMANGUAPE;RUA BARAO DO RIO BRANCO 167; CENTRO; MAMANGUAPE; PB;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_LINHARES;AVENIDA GOVERNADOR SANTOS NEVES 1118; CENTRO; LINHARES; ES;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_LIMOEIRO_COMPARTILHADO;RUA ALFREDO GOMES DE OLIVEIRA 28; CENTRO; LIMOEIRO; PE;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_LAJEDO;RUA PERPÉTUO SOCORRO 27; CENTRO; LAJEDO; PE;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_JUCAS;RUA JOAQUIM VIEIRA NOBRE 99; CENTRO; JUCAS; CE;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_JANUARIA;Rua Coronel Serrão 43; Centro; Janauria MG;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_JANAUBA;RUA RUI BARBOSA 49; CENTRO; JANAUBA; MG;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_JAIBA;RUA PRESIDENTE GETÚLIO VARGAS 299; CENTRO; JAIBA; MG;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_JACANA;AVENIDA EVANDRO SARNEY S/N; CENTRO; SAO BENTO; MA;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_JABOATAO_DOS_GUARARAPES;Avenida Ayrton Senna da Silva 2198; Piedade; Jaboatao dso Guararapes; PE;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_AROEIRAS;RUA ZEFERINO DE PAULA 127; CENTRO; AROEIRAS; PB;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_BAYEUX;AVENIDA LIBERDADE S/N; CENTRO; BAYEUX; PB;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_BOCAIUVA;RUA ANTONIO FROES 77; CENTRO; BOCAIUVA; MG;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_CAAPORA;AVENIDA TANCREDO NEVES 552; CENTRO; CAAPORA; PB;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_CABO_DE_SANTO_AGOSTINHO;AVENIDA HISTORIADOR PEREIRA COSTA 804; CENTRO; CABDO DE SANTO AGOSTINHO; PE;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_CAMPINA_GRANDE_CENTENARIO;AVENIDA ALMIRANTE BARROSO 500; QUARENTENA; CAMPINA GRANDE; PB;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_CAMPINA_GRANDE_CENTRO;RUA PRESIDENTE EPITACIO PESSOA 280; CENTRO; CAMPINA GRANDE; PB;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_CAMPINA_GRANDE_SANTO_ANTONIO;RUA SANTO ANTONIO 90; SANTO ANTONIO; CAMPINA GRANDE; PB;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_CONCEICAO;Rua Governador Wilson Leite Braga 490; Centro; Conceicao; PB;
MUNICIPIO DE CAUCAIA;CRECHE_JOAQUIM_BRAGA;RUA 103;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_CRATO_SAO_MIGUEL;Rua Ratisbona 13; Centro; Crato; CE;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_CUITE;RUA EPITACIO PESSOA 60; CENTRO; CUITE; PB;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_ESCADA;Rua Comendador José Pereira s/n; Loteamento Bela Vista; Escada; PE;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_ESPERANCA;RUA SOLON DE LUCENA 244; CENTRO; ESPERANCA; PB;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_ESPERANTINOPOLIS;RUA GETULIO VARGAS 90; CENTRO; ESPERANTINOPOLIS; MA;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_EXU_COMPARTILHADO;RODOVIA ASA BRANCA 83; CENTRO; EXU; PE;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_GOVERNADOR_NUNES_FREIRE;RUA SETE DE SETEMBRO 215; CENTRO; GOVERNADOR NUNES FREIRE; MA;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_GOVERNADOR_VALADARES;RUA SAO PAULO 815; CENTRO; GOVERNADOR VALADARES; MG;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_GUANHAES_AGROAMIGO;Avenida Governador Milton Campos 2065; Centro; Guanhaes; MG;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_IATI;AVENIDA SETE DE SETEMBRO 93; CENTRO; IATI; PE;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_IBIAPINA;AVENIDA PEDRO FERREIRA DE ASSIS 91; CENTRO; IBIAPINA; CE;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_INGA;RUA DR. VENANCIO NEIVA 284; CENTRO; INGA; PB;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_IRACEMA;DELTA HOLANDA;111; CENTRO; Iracema;
AUTARQUIA MUNICIPAL DE TRANSITO E CIDADANIA;PRIMEIRA_PARADINHA;Av. Engenheiro Santana Junior x Av. Santos Dumont;;;;
OI S.A - EM RECUPERAÇÃO JUDICIAL;PROCURADORIA_GERAL_JUSTICA_MINEIROS;Rua Abade Thomas c/a Rua Sebastião;0; Setor Jardim Goiás; Mineiros - GO;
INVISTA NO SOL LOCACOES LTDA;INVISTA_NO_SOL;Avenida Dom Luís;;;;
CACTUS 2 ENERGY LTDA;CACTUS_2;Rua Conselheiro José Júlio;;;;
JADLOG LOGISTICA S.A;JADLOG_LEOPOLDINA;Avenida Engenheiro Roberto Zuccolo;;;;
AEROPORTOS DO NORDESTE DO BRASIL S.A;AEROPORTO_JOAO_PESSOA_PB;Avenida Santos Dumont; s/n; bairro Jardim Aeroporto; CEP 58.308-901;
AHEAD SECURITIZADORA DE CREDITOS S. A;AHEAD;Avenida Desembargador Moreira;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SAO_JOSE_DO_BELMONTE;PRIMO LOPES;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SAO_LOURENCO_DA_MATA;ALMIRANTE TAMANDARE;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_SOUSA_JARDIM;MANOEL GADELHA FILHO;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_TEIXEIRA;CONEGO SERRAO;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_TRINDADE;GUADALAJARA;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_UIRAUNA;CORONEL ALEXANDRE PINTO;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_ARARIPINA;CORONEL PEDRO CICERO;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_DIAMANTINA;PADRE ROLIM;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_RECIFE_CASA_AMARELA;DA HARMONIA;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_ARACAJU_JARDINS;PAULO VI;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_ARACAJU_SIQUEIRA_CAMPOS;MARIANO SALMERON;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_ITABAIANA;DOUTOR LUIZ MAGALHÃES;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_UNID_4;DOM BONFIM;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_NOSSA_SENHORA_DO_SOCORRO;COLETORA A;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_ITABAIANINHA;DOM BONFIM;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_LAGARTO_COLONIA_TREZE;SANTA LUZIA;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_LAGARTO_COLONIA_TREZE_SE;DR. LAUDELINO FREIRE;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDIACO_PC_PROPRIA;DOUTOR COSTA FILHO;;;;
BANCO DO NORDESTE DO BRASIL S.A.;RD_WAN_DEDICADO_PC_AREIA_BRANCA;BARAO DO RIO BRANCO;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_AMONTADA;JAIME ASSIS HENRIQUE;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_ANTONINA_DO_NORTE;NELITO MENDES;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_ARARIPE;SEBASTIAO DE SOUSA CABRAL;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_BARBALHA;CORONEL JOÃO COELHO;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_BARROQUINHA;DIAMANTINA VERAS;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_BEBERIBE;JOAO BALTAZAR;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_BOA_VIAGEM;AGRONOMANDO RANGEL;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_CAPISTRANO;MARIA BRIGIDA DE FREITAS;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_CARIDADE;JOANA BITTENCOURT 100;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_CARIRIACU;LUIZ ROLIM;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_CAUCAIA_ARATURI;SAO VICENTE DE PAULA;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_CRATO_SEMINARIO;THOMAS OSTERNE DE ALENCAR;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_ESCRITORIO_CEARA_SOBRAL_CRED;CORONEL DIOGO GOMES;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_EUSEBIO;IRMA AMBROSINA;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_FORTALEZA_BOM_JARDIM;OSCAR ARARIPE;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_FORTALEZA_CASTELO_BRANCO;PRESIDENTE CASTELO BRANCO;;;;
BANCO DO NORDESTE DO BRASIL S.A.;REDE_WAN_DEDICADO_PC_FORTALEZA_CORONEL_CARVALHO;CORONEL CARVALHO;;;;
